FlightDate,Airline,Origin,Dest,Cancelled,Diverted,CRSDepTime,DepTime,DepDelayMinutes,DepDelay,ArrTime,ArrDelayMinutes,AirTime,CRSElapsedTime,ActualElapsedTime,Distance,Year,Quarter,Month,DayofMonth,DayOfWeek,Marketing_Airline_Network,Operated_or_Branded_Code_Share_Partners,DOT_ID_Marketing_Airline,IATA_Code_Marketing_Airline,Flight_Number_Marketing_Airline,Operating_Airline,DOT_ID_Operating_Airline,IATA_Code_Operating_Airline,Tail_Number,Flight_Number_Operating_Airline,OriginAirportID,OriginAirportSeqID,OriginCityMarketID,OriginCityName,OriginState,OriginStateFips,OriginStateName,OriginWac,DestAirportID,DestAirportSeqID,DestCityMarketID,DestCityName,DestState,DestStateFips,DestStateName,DestWac,DepDel15,DepartureDelayGroups,DepTimeBlk,TaxiOut,WheelsOff,WheelsOn,TaxiIn,CRSArrTime,ArrDelay,ArrDel15,ArrivalDelayGroups,ArrTimeBlk,DistanceGroup,DivAirportLandings
2022-04-28,Southwest Airlines Co.,LAS,RNO,False,False,1900,1926.0,26.0,26.0,2044.0,24.0,61.0,80.0,78.0,345.0,2022,2,4,28,4,WN,WN,19393,WN,1249,WN,19393,WN,N793SA,1249,12889,1288903,32211,"Las Vegas, NV",NV,32,Nevada,85,14570,1457002,34570,"Reno, NV",NV,32,Nevada,85,1.0,1.0,1900-1959,12.0,1938.0,2039.0,5.0,2020.0,24.0,1.0,1.0,2000-2059,2.0,0.0
2022-04-23,Southwest Airlines Co.,SDF,MDW,False,False,1655,1735.0,40.0,40.0,1737.0,32.0,47.0,70.0,62.0,271.0,2022,2,4,23,6,WN,WN,19393,WN,2881,WN,19393,WN,N944WN,2881,14730,1473004,33044,"Louisville, KY",KY,21,Kentucky,52,13232,1323202,30977,"Chicago, IL",IL,17,Illinois,41,1.0,2.0,1600-1659,10.0,1745.0,1732.0,5.0,1705.0,32.0,1.0,2.0,1700-1759,2.0,0.0
2022-04-10,Southwest Airlines Co.,SEA,DEN,False,False,620,619.0,0.0,-1.0,948.0,0.0,127.0,160.0,149.0,1024.0,2022,2,4,10,7,WN,WN,19393,WN,2251,WN,19393,WN,N8638A,2251,14747,1474703,30559,"Seattle, WA",WA,53,Washington,93,11292,1129202,30325,"Denver, CO",CO,8,Colorado,82,0.0,-1.0,0600-0659,16.0,635.0,942.0,6.0,1000.0,-12.0,0.0,-1.0,1000-1059,5.0,0.0
2022-04-30,Southwest Airlines Co.,SJC,RNO,False,False,1530,1522.0,0.0,-8.0,1608.0,0.0,35.0,60.0,46.0,188.0,2022,2,4,30,6,WN,WN,19393,WN,3539,WN,19393,WN,N8601C,3539,14831,1483106,32457,"San Jose, CA",CA,6,California,91,14570,1457002,34570,"Reno, NV",NV,32,Nevada,85,0.0,-1.0,1500-1559,8.0,1530.0,1605.0,3.0,1630.0,-22.0,0.0,-2.0,1600-1659,1.0,0.0
2022-04-29,Southwest Airlines Co.,DEN,PHX,False,False,550,547.0,0.0,-3.0,647.0,2.0,89.0,115.0,120.0,602.0,2022,2,4,29,5,WN,WN,19393,WN,896,WN,19393,WN,N296WN,896,11292,1129202,30325,"Denver, CO",CO,8,Colorado,82,14107,1410702,30466,"Phoenix, AZ",AZ,4,Arizona,81,0.0,-1.0,0001-0559,18.0,605.0,634.0,13.0,645.0,2.0,0.0,0.0,0600-0659,3.0,0.0
2022-04-02,Air Wisconsin Airlines Corp,MKE,ORD,False,False,1053,1049.0,0.0,-4.0,1155.0,1.0,27.0,61.0,66.0,67.0,2022,2,4,2,6,UA,UA_CODESHARE,19977,UA,3935,ZW,20046,ZW,N416AW,3935,13342,1334207,33342,"Milwaukee, WI",WI,55,Wisconsin,45,13930,1393007,30977,"Chicago, IL",IL,17,Illinois,41,0.0,-1.0,1000-1059,25.0,1114.0,1141.0,14.0,1154.0,1.0,0.0,0.0,1100-1159,1.0,0.0
2022-04-21,Southwest Airlines Co.,ATL,CMH,False,False,1340,1338.0,0.0,-2.0,1503.0,0.0,69.0,95.0,85.0,447.0,2022,2,4,21,4,WN,WN,19393,WN,1069,WN,19393,WN,N8807L,1069,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,11066,1106606,31066,"Columbus, OH",OH,39,Ohio,44,0.0,-1.0,1300-1359,12.0,1350.0,1459.0,4.0,1515.0,-12.0,0.0,-1.0,1500-1559,2.0,0.0
2022-04-07,Southwest Airlines Co.,BWI,SRQ,True,False,1415,,,,,,,155.0,,880.0,2022,2,4,7,4,WN,WN,19393,WN,1651,WN,19393,WN,N8650F,1651,10821,1082106,30852,"Baltimore, MD",MD,24,Maryland,35,14986,1498603,34986,"Sarasota/Bradenton, FL",FL,12,Florida,33,,,1400-1459,,,,,1650.0,,,,1600-1659,4.0,0.0
2022-04-05,Southwest Airlines Co.,DEN,OKC,False,False,1145,1231.0,46.0,46.0,1449.0,29.0,64.0,95.0,78.0,495.0,2022,2,4,5,2,WN,WN,19393,WN,2444,WN,19393,WN,N8559Q,2444,11292,1129202,30325,"Denver, CO",CO,8,Colorado,82,13851,1385103,33851,"Oklahoma City, OK",OK,40,Oklahoma,73,1.0,3.0,1100-1159,11.0,1242.0,1446.0,3.0,1420.0,29.0,1.0,1.0,1400-1459,2.0,0.0
2022-04-12,Southwest Airlines Co.,DCA,MDW,False,False,1155,1155.0,0.0,0.0,1303.0,3.0,98.0,125.0,128.0,601.0,2022,2,4,12,2,WN,WN,19393,WN,690,WN,19393,WN,N780SW,690,11278,1127805,30852,"Washington, DC",VA,51,Virginia,38,13232,1323202,30977,"Chicago, IL",IL,17,Illinois,41,0.0,0.0,1100-1159,27.0,1222.0,1300.0,3.0,1300.0,3.0,0.0,0.0,1300-1359,3.0,0.0
2022-04-28,Southwest Airlines Co.,PHX,SNA,False,False,810,814.0,4.0,4.0,929.0,0.0,59.0,80.0,75.0,338.0,2022,2,4,28,4,WN,WN,19393,WN,2381,WN,19393,WN,N233LV,2381,14107,1410702,30466,"Phoenix, AZ",AZ,4,Arizona,81,14908,1490803,32575,"Santa Ana, CA",CA,6,California,91,0.0,0.0,0800-0859,13.0,827.0,926.0,3.0,930.0,-1.0,0.0,-1.0,0900-0959,2.0,0.0
2022-04-03,Southwest Airlines Co.,CMH,ATL,False,False,1910,1958.0,48.0,48.0,2119.0,39.0,66.0,90.0,81.0,447.0,2022,2,4,3,7,WN,WN,19393,WN,2781,WN,19393,WN,N7730A,2781,11066,1106606,31066,"Columbus, OH",OH,39,Ohio,44,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,1.0,3.0,1900-1959,8.0,2006.0,2112.0,7.0,2040.0,39.0,1.0,2.0,2000-2059,2.0,0.0
2022-04-11,Southwest Airlines Co.,LBB,LAS,False,False,1600,1712.0,72.0,72.0,1733.0,78.0,124.0,135.0,141.0,775.0,2022,2,4,11,1,WN,WN,19393,WN,758,WN,19393,WN,N203WN,758,12896,1289607,32896,"Lubbock, TX",TX,48,Texas,74,12889,1288903,32211,"Las Vegas, NV",NV,32,Nevada,85,1.0,4.0,1600-1659,10.0,1722.0,1726.0,7.0,1615.0,78.0,1.0,5.0,1600-1659,4.0,0.0
2022-04-14,Southwest Airlines Co.,MCO,HOU,False,False,840,839.0,0.0,-1.0,1032.0,22.0,137.0,150.0,173.0,849.0,2022,2,4,14,4,WN,WN,19393,WN,1555,WN,19393,WN,N8671D,1555,13204,1320402,31454,"Orlando, FL",FL,12,Florida,33,12191,1219102,31453,"Houston, TX",TX,48,Texas,74,0.0,-1.0,0800-0859,22.0,901.0,1018.0,14.0,1010.0,22.0,1.0,1.0,1000-1059,4.0,0.0
2022-04-11,Southwest Airlines Co.,SEA,OAK,False,False,1910,1909.0,0.0,-1.0,2059.0,0.0,93.0,125.0,110.0,672.0,2022,2,4,11,1,WN,WN,19393,WN,1243,WN,19393,WN,N228WN,1243,14747,1474703,30559,"Seattle, WA",WA,53,Washington,93,13796,1379608,32457,"Oakland, CA",CA,6,California,91,0.0,-1.0,1900-1959,11.0,1920.0,2053.0,6.0,2115.0,-16.0,0.0,-2.0,2100-2159,3.0,0.0
2022-04-23,Southwest Airlines Co.,DEN,LAX,False,False,800,756.0,0.0,-4.0,940.0,10.0,136.0,150.0,164.0,862.0,2022,2,4,23,6,WN,WN,19393,WN,3258,WN,19393,WN,N8540V,3258,11292,1129202,30325,"Denver, CO",CO,8,Colorado,82,12892,1289208,32575,"Los Angeles, CA",CA,6,California,91,0.0,-1.0,0800-0859,13.0,809.0,925.0,15.0,930.0,10.0,0.0,0.0,0900-0959,4.0,0.0
2022-04-10,Southwest Airlines Co.,ICT,DEN,False,False,1230,1224.0,0.0,-6.0,1250.0,0.0,66.0,90.0,86.0,420.0,2022,2,4,10,7,WN,WN,19393,WN,965,WN,19393,WN,N912WN,965,12278,1227805,30928,"Wichita, KS",KS,20,Kansas,62,11292,1129202,30325,"Denver, CO",CO,8,Colorado,82,0.0,-1.0,1200-1259,13.0,1237.0,1243.0,7.0,1300.0,-10.0,0.0,-1.0,1300-1359,2.0,0.0
2022-04-20,Southwest Airlines Co.,MDW,LAS,False,False,1915,1910.0,0.0,-5.0,2103.0,0.0,219.0,235.0,233.0,1521.0,2022,2,4,20,3,WN,WN,19393,WN,640,WN,19393,WN,N7715E,640,13232,1323202,30977,"Chicago, IL",IL,17,Illinois,41,12889,1288903,32211,"Las Vegas, NV",NV,32,Nevada,85,0.0,-1.0,1900-1959,10.0,1920.0,2059.0,4.0,2110.0,-7.0,0.0,-1.0,2100-2159,7.0,0.0
2022-04-12,Southwest Airlines Co.,SAT,DAL,True,False,1540,,,,,,,70.0,,247.0,2022,2,4,12,2,WN,WN,19393,WN,1723,WN,19393,WN,N8583Z,1723,14683,1468305,33214,"San Antonio, TX",TX,48,Texas,74,11259,1125904,30194,"Dallas, TX",TX,48,Texas,74,,,1500-1559,,,,,1650.0,,,,1600-1659,1.0,0.0
2022-04-13,Southwest Airlines Co.,MDW,CLE,False,False,1720,1939.0,139.0,139.0,2139.0,129.0,47.0,70.0,60.0,307.0,2022,2,4,13,3,WN,WN,19393,WN,2469,WN,19393,WN,N7715E,2469,13232,1323202,30977,"Chicago, IL",IL,17,Illinois,41,11042,1104205,30647,"Cleveland, OH",OH,39,Ohio,44,1.0,9.0,1700-1759,9.0,1948.0,2135.0,4.0,1930.0,129.0,1.0,8.0,1900-1959,2.0,0.0
2022-04-23,Southwest Airlines Co.,SMF,STL,False,False,935,935.0,0.0,0.0,1456.0,0.0,183.0,215.0,201.0,1679.0,2022,2,4,23,6,WN,WN,19393,WN,2212,WN,19393,WN,N248WN,2212,14893,1489302,33192,"Sacramento, CA",CA,6,California,91,15016,1501606,31123,"St. Louis, MO",MO,29,Missouri,64,0.0,0.0,0900-0959,11.0,946.0,1449.0,7.0,1510.0,-14.0,0.0,-1.0,1500-1559,7.0,0.0
2022-04-21,Southwest Airlines Co.,OAK,HNL,False,False,1020,1022.0,2.0,2.0,1254.0,0.0,316.0,335.0,332.0,2409.0,2022,2,4,21,4,WN,WN,19393,WN,5734,WN,19393,WN,N8712L,5734,13796,1379608,32457,"Oakland, CA",CA,6,California,91,12173,1217305,32134,"Honolulu, HI",HI,15,Hawaii,2,0.0,0.0,1000-1059,13.0,1035.0,1251.0,3.0,1255.0,-1.0,0.0,-1.0,1200-1259,10.0,0.0
2022-04-09,Southwest Airlines Co.,TPA,MHT,False,False,915,913.0,0.0,-2.0,1147.0,0.0,141.0,180.0,154.0,1204.0,2022,2,4,9,6,WN,WN,19393,WN,2837,WN,19393,WN,N208WN,2837,15304,1530402,33195,"Tampa, FL",FL,12,Florida,33,13296,1329604,30721,"Manchester, NH",NH,33,New Hampshire,14,0.0,-1.0,0900-0959,10.0,923.0,1144.0,3.0,1215.0,-28.0,0.0,-2.0,1200-1259,5.0,0.0
2022-04-10,Southwest Airlines Co.,LGA,MDW,False,False,2125,2126.0,1.0,1.0,2246.0,0.0,111.0,155.0,140.0,725.0,2022,2,4,10,7,WN,WN,19393,WN,2337,WN,19393,WN,N8669B,2337,12953,1295304,31703,"New York, NY",NY,36,New York,22,13232,1323202,30977,"Chicago, IL",IL,17,Illinois,41,0.0,0.0,2100-2159,26.0,2152.0,2243.0,3.0,2300.0,-14.0,0.0,-1.0,2300-2359,3.0,0.0
2022-04-28,Southwest Airlines Co.,BNA,LAS,False,False,1355,1354.0,0.0,-1.0,1557.0,0.0,222.0,245.0,243.0,1587.0,2022,2,4,28,4,WN,WN,19393,WN,1809,WN,19393,WN,N926WN,1809,10693,1069302,30693,"Nashville, TN",TN,47,Tennessee,54,12889,1288903,32211,"Las Vegas, NV",NV,32,Nevada,85,0.0,-1.0,1300-1359,11.0,1405.0,1547.0,10.0,1600.0,-3.0,0.0,-1.0,1600-1659,7.0,0.0
2022-04-10,Southwest Airlines Co.,LGA,BWI,False,False,1715,1715.0,0.0,0.0,1824.0,0.0,35.0,75.0,69.0,185.0,2022,2,4,10,7,WN,WN,19393,WN,2251,WN,19393,WN,N8638A,2251,12953,1295304,31703,"New York, NY",NY,36,New York,22,10821,1082106,30852,"Baltimore, MD",MD,24,Maryland,35,0.0,0.0,1700-1759,32.0,1747.0,1822.0,2.0,1830.0,-6.0,0.0,-1.0,1800-1859,1.0,0.0
2022-04-04,Southwest Airlines Co.,BWI,STL,False,False,1420,1455.0,35.0,35.0,1602.0,27.0,113.0,135.0,127.0,738.0,2022,2,4,4,1,WN,WN,19393,WN,443,WN,19393,WN,N955WN,443,10821,1082106,30852,"Baltimore, MD",MD,24,Maryland,35,15016,1501606,31123,"St. Louis, MO",MO,29,Missouri,64,1.0,2.0,1400-1459,11.0,1506.0,1559.0,3.0,1535.0,27.0,1.0,1.0,1500-1559,3.0,0.0
2022-04-02,"GoJet Airlines, LLC d/b/a United Express",EWR,DCA,False,False,1159,1153.0,0.0,-6.0,1258.0,0.0,44.0,76.0,65.0,199.0,2022,2,4,2,6,UA,UA_CODESHARE,19977,UA,4431,G7,20500,G7,N531GJ,4431,11618,1161802,31703,"Newark, NJ",NJ,34,New Jersey,21,11278,1127805,30852,"Washington, DC",VA,51,Virginia,38,0.0,-1.0,1100-1159,19.0,1212.0,1256.0,2.0,1315.0,-17.0,0.0,-2.0,1300-1359,1.0,0.0
2022-04-05,Southwest Airlines Co.,MSP,MDW,True,False,935,,,,,,,85.0,,349.0,2022,2,4,5,2,WN,WN,19393,WN,2124,WN,19393,WN,N282WN,2124,13487,1348702,31650,"Minneapolis, MN",MN,27,Minnesota,63,13232,1323202,30977,"Chicago, IL",IL,17,Illinois,41,,,0900-0959,,,,,1100.0,,,,1100-1159,2.0,0.0
2022-04-15,Southwest Airlines Co.,STL,PIT,False,False,1705,1756.0,51.0,51.0,2013.0,38.0,66.0,90.0,77.0,554.0,2022,2,4,15,5,WN,WN,19393,WN,1675,WN,19393,WN,N8531Q,1675,15016,1501606,31123,"St. Louis, MO",MO,29,Missouri,64,14122,1412202,30198,"Pittsburgh, PA",PA,42,Pennsylvania,23,1.0,3.0,1700-1759,8.0,1804.0,2010.0,3.0,1935.0,38.0,1.0,2.0,1900-1959,3.0,0.0
2022-04-10,Southwest Airlines Co.,MCO,BWI,False,False,2105,2109.0,4.0,4.0,2309.0,0.0,106.0,135.0,120.0,787.0,2022,2,4,10,7,WN,WN,19393,WN,1445,WN,19393,WN,N265WN,1445,13204,1320402,31454,"Orlando, FL",FL,12,Florida,33,10821,1082106,30852,"Baltimore, MD",MD,24,Maryland,35,0.0,0.0,2100-2159,9.0,2118.0,2304.0,5.0,2320.0,-11.0,0.0,-1.0,2300-2359,4.0,0.0
2022-04-28,Southwest Airlines Co.,SAN,PHX,False,False,1545,1552.0,7.0,7.0,1704.0,4.0,50.0,75.0,72.0,304.0,2022,2,4,28,4,WN,WN,19393,WN,1306,WN,19393,WN,N8580Z,1306,14679,1467903,33570,"San Diego, CA",CA,6,California,91,14107,1410702,30466,"Phoenix, AZ",AZ,4,Arizona,81,0.0,0.0,1500-1559,14.0,1606.0,1656.0,8.0,1700.0,4.0,0.0,0.0,1700-1759,2.0,0.0
2022-04-28,Southwest Airlines Co.,HOU,LGA,False,False,1100,1101.0,1.0,1.0,1525.0,0.0,185.0,210.0,204.0,1428.0,2022,2,4,28,4,WN,WN,19393,WN,1556,WN,19393,WN,N8709Q,1556,12191,1219102,31453,"Houston, TX",TX,48,Texas,74,12953,1295304,31703,"New York, NY",NY,36,New York,22,0.0,0.0,1100-1159,12.0,1113.0,1518.0,7.0,1530.0,-5.0,0.0,-1.0,1500-1559,6.0,0.0
2022-04-06,Southwest Airlines Co.,MDW,DEN,False,False,2215,2301.0,46.0,46.0,20.0,35.0,122.0,150.0,139.0,895.0,2022,2,4,6,3,WN,WN,19393,WN,3579,WN,19393,WN,N7822A,3579,13232,1323202,30977,"Chicago, IL",IL,17,Illinois,41,11292,1129202,30325,"Denver, CO",CO,8,Colorado,82,1.0,3.0,2200-2259,9.0,2310.0,12.0,8.0,2345.0,35.0,1.0,2.0,2300-2359,4.0,0.0
2022-04-24,Southwest Airlines Co.,BWI,DAL,False,False,950,1009.0,19.0,19.0,1234.0,19.0,170.0,205.0,205.0,1209.0,2022,2,4,24,7,WN,WN,19393,WN,1497,WN,19393,WN,N8753Q,1497,10821,1082106,30852,"Baltimore, MD",MD,24,Maryland,35,11259,1125904,30194,"Dallas, TX",TX,48,Texas,74,1.0,1.0,0900-0959,31.0,1040.0,1230.0,4.0,1215.0,19.0,1.0,1.0,1200-1259,5.0,0.0
2022-04-24,Southwest Airlines Co.,SMF,SNA,False,False,1930,1927.0,0.0,-3.0,2046.0,0.0,61.0,85.0,79.0,404.0,2022,2,4,24,7,WN,WN,19393,WN,2491,WN,19393,WN,N944WN,2491,14893,1489302,33192,"Sacramento, CA",CA,6,California,91,14908,1490803,32575,"Santa Ana, CA",CA,6,California,91,0.0,-1.0,1900-1959,13.0,1940.0,2041.0,5.0,2055.0,-9.0,0.0,-1.0,2000-2059,2.0,0.0
2022-04-14,Southwest Airlines Co.,SDF,ATL,False,False,835,854.0,19.0,19.0,1015.0,20.0,62.0,80.0,81.0,321.0,2022,2,4,14,4,WN,WN,19393,WN,2497,WN,19393,WN,N251WN,2497,14730,1473004,33044,"Louisville, KY",KY,21,Kentucky,52,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,1.0,1.0,0800-0859,14.0,908.0,1010.0,5.0,955.0,20.0,1.0,1.0,0900-0959,2.0,0.0
2022-04-19,Southwest Airlines Co.,ATL,RSW,False,False,2245,2237.0,0.0,-8.0,6.0,0.0,73.0,95.0,89.0,515.0,2022,2,4,19,2,WN,WN,19393,WN,2594,WN,19393,WN,N257WN,2594,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,14635,1463502,31714,"Fort Myers, FL",FL,12,Florida,33,0.0,-1.0,2200-2259,12.0,2249.0,2.0,4.0,20.0,-14.0,0.0,-1.0,0001-0559,3.0,0.0
2022-04-04,Southwest Airlines Co.,LAX,OAK,False,False,615,610.0,0.0,-5.0,727.0,0.0,57.0,85.0,77.0,337.0,2022,2,4,4,1,WN,WN,19393,WN,1382,WN,19393,WN,N8608N,1382,12892,1289208,32575,"Los Angeles, CA",CA,6,California,91,13796,1379608,32457,"Oakland, CA",CA,6,California,91,0.0,-1.0,0600-0659,15.0,625.0,722.0,5.0,740.0,-13.0,0.0,-1.0,0700-0759,2.0,0.0
2022-04-24,Southwest Airlines Co.,MDW,OMA,False,False,1855,1844.0,0.0,-11.0,2007.0,0.0,71.0,80.0,83.0,423.0,2022,2,4,24,7,WN,WN,19393,WN,1166,WN,19393,WN,N7720F,1166,13232,1323202,30977,"Chicago, IL",IL,17,Illinois,41,13871,1387102,33316,"Omaha, NE",NE,31,Nebraska,65,0.0,-1.0,1800-1859,8.0,1852.0,2003.0,4.0,2015.0,-8.0,0.0,-1.0,2000-2059,2.0,0.0
2022-04-28,Southwest Airlines Co.,SJC,ONT,False,False,1705,1701.0,0.0,-4.0,1810.0,0.0,60.0,70.0,69.0,333.0,2022,2,4,28,4,WN,WN,19393,WN,1913,WN,19393,WN,N7814B,1913,14831,1483106,32457,"San Jose, CA",CA,6,California,91,13891,1389101,32575,"Ontario, CA",CA,6,California,91,0.0,-1.0,1700-1759,6.0,1707.0,1807.0,3.0,1815.0,-5.0,0.0,-1.0,1800-1859,2.0,0.0
2022-04-14,Southwest Airlines Co.,IAD,DEN,False,False,1840,1838.0,0.0,-2.0,2038.0,3.0,213.0,235.0,240.0,1452.0,2022,2,4,14,4,WN,WN,19393,WN,942,WN,19393,WN,N8806Q,942,12264,1226402,30852,"Washington, DC",VA,51,Virginia,38,11292,1129202,30325,"Denver, CO",CO,8,Colorado,82,0.0,-1.0,1800-1859,20.0,1858.0,2031.0,7.0,2035.0,3.0,0.0,0.0,2000-2059,6.0,0.0
2022-04-05,Southwest Airlines Co.,STL,SNA,False,False,1010,1131.0,81.0,81.0,1322.0,77.0,219.0,235.0,231.0,1569.0,2022,2,4,5,2,WN,WN,19393,WN,784,WN,19393,WN,N404WN,784,15016,1501606,31123,"St. Louis, MO",MO,29,Missouri,64,14908,1490803,32575,"Santa Ana, CA",CA,6,California,91,1.0,5.0,1000-1059,8.0,1139.0,1318.0,4.0,1205.0,77.0,1.0,5.0,1200-1259,7.0,0.0
2022-04-11,Southwest Airlines Co.,SNA,PHX,False,False,1130,1216.0,46.0,46.0,1323.0,38.0,51.0,75.0,67.0,338.0,2022,2,4,11,1,WN,WN,19393,WN,55,WN,19393,WN,N491WN,55,14908,1490803,32575,"Santa Ana, CA",CA,6,California,91,14107,1410702,30466,"Phoenix, AZ",AZ,4,Arizona,81,1.0,3.0,1100-1159,11.0,1227.0,1318.0,5.0,1245.0,38.0,1.0,2.0,1200-1259,2.0,0.0
2022-04-22,Southwest Airlines Co.,OAK,LAX,False,False,1625,1627.0,2.0,2.0,1744.0,0.0,52.0,80.0,77.0,337.0,2022,2,4,22,5,WN,WN,19393,WN,661,WN,19393,WN,N8692F,661,13796,1379608,32457,"Oakland, CA",CA,6,California,91,12892,1289208,32575,"Los Angeles, CA",CA,6,California,91,0.0,0.0,1600-1659,22.0,1649.0,1741.0,3.0,1745.0,-1.0,0.0,-1.0,1700-1759,2.0,0.0
2022-04-12,Southwest Airlines Co.,DTW,BWI,False,False,600,555.0,0.0,-5.0,711.0,0.0,64.0,90.0,76.0,409.0,2022,2,4,12,2,WN,WN,19393,WN,339,WN,19393,WN,N8547V,339,11433,1143302,31295,"Detroit, MI",MI,26,Michigan,43,10821,1082106,30852,"Baltimore, MD",MD,24,Maryland,35,0.0,-1.0,0600-0659,9.0,604.0,708.0,3.0,730.0,-19.0,0.0,-2.0,0700-0759,2.0,0.0
2022-04-29,Southwest Airlines Co.,DEN,BWI,False,False,1900,1901.0,1.0,1.0,30.0,10.0,193.0,200.0,209.0,1491.0,2022,2,4,29,5,WN,WN,19393,WN,649,WN,19393,WN,N7751A,649,11292,1129202,30325,"Denver, CO",CO,8,Colorado,82,10821,1082106,30852,"Baltimore, MD",MD,24,Maryland,35,0.0,0.0,1900-1959,12.0,1913.0,26.0,4.0,20.0,10.0,0.0,0.0,0001-0559,6.0,0.0
2022-04-06,Southwest Airlines Co.,LAS,MDW,False,False,620,634.0,14.0,14.0,1209.0,19.0,186.0,210.0,215.0,1521.0,2022,2,4,6,3,WN,WN,19393,WN,1305,WN,19393,WN,N8661A,1305,12889,1288903,32211,"Las Vegas, NV",NV,32,Nevada,85,13232,1323202,30977,"Chicago, IL",IL,17,Illinois,41,0.0,0.0,0600-0659,24.0,658.0,1204.0,5.0,1150.0,19.0,1.0,1.0,1100-1159,7.0,0.0
2022-04-08,Southwest Airlines Co.,HRL,AUS,False,False,1010,1004.0,0.0,-6.0,1104.0,0.0,50.0,65.0,60.0,273.0,2022,2,4,8,5,WN,WN,19393,WN,957,WN,19393,WN,N279WN,957,12206,1220605,32206,"Harlingen/San Benito, TX",TX,48,Texas,74,10423,1042302,30423,"Austin, TX",TX,48,Texas,74,0.0,-1.0,1000-1059,6.0,1010.0,1100.0,4.0,1115.0,-11.0,0.0,-1.0,1100-1159,2.0,0.0
2022-04-18,Southwest Airlines Co.,TUL,STL,False,False,530,526.0,0.0,-4.0,633.0,0.0,55.0,75.0,67.0,351.0,2022,2,4,18,1,WN,WN,19393,WN,2720,WN,19393,WN,N8638A,2720,15370,1537002,34653,"Tulsa, OK",OK,40,Oklahoma,73,15016,1501606,31123,"St. Louis, MO",MO,29,Missouri,64,0.0,-1.0,0001-0559,8.0,534.0,629.0,4.0,645.0,-12.0,0.0,-1.0,0600-0659,2.0,0.0
2022-04-29,Southwest Airlines Co.,BUR,LAS,False,False,1000,1101.0,61.0,61.0,1204.0,59.0,42.0,65.0,63.0,223.0,2022,2,4,29,5,WN,WN,19393,WN,2025,WN,19393,WN,N8606C,2025,10800,1080003,32575,"Burbank, CA",CA,6,California,91,12889,1288903,32211,"Las Vegas, NV",NV,32,Nevada,85,1.0,4.0,1000-1059,10.0,1111.0,1153.0,11.0,1105.0,59.0,1.0,3.0,1100-1159,1.0,0.0
2022-04-19,Southwest Airlines Co.,LAS,OAK,False,False,1140,1138.0,0.0,-2.0,1304.0,0.0,70.0,95.0,86.0,407.0,2022,2,4,19,2,WN,WN,19393,WN,2729,WN,19393,WN,N446WN,2729,12889,1288903,32211,"Las Vegas, NV",NV,32,Nevada,85,13796,1379608,32457,"Oakland, CA",CA,6,California,91,0.0,-1.0,1100-1159,10.0,1148.0,1258.0,6.0,1315.0,-11.0,0.0,-1.0,1300-1359,2.0,0.0
2022-04-07,Southwest Airlines Co.,LAS,RNO,False,False,2220,2215.0,0.0,-5.0,2325.0,0.0,55.0,80.0,70.0,345.0,2022,2,4,7,4,WN,WN,19393,WN,983,WN,19393,WN,N933WN,983,12889,1288903,32211,"Las Vegas, NV",NV,32,Nevada,85,14570,1457002,34570,"Reno, NV",NV,32,Nevada,85,0.0,-1.0,2200-2259,11.0,2226.0,2321.0,4.0,2340.0,-15.0,0.0,-1.0,2300-2359,2.0,0.0
2022-04-12,Southwest Airlines Co.,DAL,ELP,False,False,1310,1447.0,97.0,97.0,1532.0,97.0,85.0,105.0,105.0,562.0,2022,2,4,12,2,WN,WN,19393,WN,886,WN,19393,WN,N404WN,886,11259,1125904,30194,"Dallas, TX",TX,48,Texas,74,11540,1154005,30615,"El Paso, TX",TX,48,Texas,74,1.0,6.0,1300-1359,17.0,1504.0,1529.0,3.0,1355.0,97.0,1.0,6.0,1300-1359,3.0,0.0
2022-04-13,Southwest Airlines Co.,MCO,STL,False,False,2220,2217.0,0.0,-3.0,2357.0,7.0,132.0,150.0,160.0,882.0,2022,2,4,13,3,WN,WN,19393,WN,1422,WN,19393,WN,N232WN,1422,13204,1320402,31454,"Orlando, FL",FL,12,Florida,33,15016,1501606,31123,"St. Louis, MO",MO,29,Missouri,64,0.0,-1.0,2200-2259,14.0,2231.0,2343.0,14.0,2350.0,7.0,0.0,0.0,2300-2359,4.0,0.0
2022-04-14,Southwest Airlines Co.,DAL,ATL,False,False,2115,2130.0,15.0,15.0,27.0,12.0,86.0,120.0,117.0,721.0,2022,2,4,14,4,WN,WN,19393,WN,2097,WN,19393,WN,N8536Z,2097,11259,1125904,30194,"Dallas, TX",TX,48,Texas,74,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,1.0,1.0,2100-2159,26.0,2156.0,22.0,5.0,15.0,12.0,0.0,0.0,0001-0559,3.0,0.0
