FlightDate,Airline,Origin,Dest,Cancelled,Diverted,CRSDepTime,DepTime,DepDelayMinutes,DepDelay,ArrTime,ArrDelayMinutes,AirTime,CRSElapsedTime,ActualElapsedTime,Distance,Year,Quarter,Month,DayofMonth,DayOfWeek,Marketing_Airline_Network,Operated_or_Branded_Code_Share_Partners,DOT_ID_Marketing_Airline,IATA_Code_Marketing_Airline,Flight_Number_Marketing_Airline,Operating_Airline,DOT_ID_Operating_Airline,IATA_Code_Operating_Airline,Tail_Number,Flight_Number_Operating_Airline,OriginAirportID,OriginAirportSeqID,OriginCityMarketID,OriginCityName,OriginState,OriginStateFips,OriginStateName,OriginWac,DestAirportID,DestAirportSeqID,DestCityMarketID,DestCityName,DestState,DestStateFips,DestStateName,DestWac,DepDel15,DepartureDelayGroups,DepTimeBlk,TaxiOut,WheelsOff,WheelsOn,TaxiIn,CRSArrTime,ArrDelay,ArrDel15,ArrivalDelayGroups,ArrTimeBlk,DistanceGroup,DivAirportLandings
2022-04-06,Southwest Airlines Co.,DAL,ORD,False,False,1445,1500.0,15.0,15.0,1700.0,0.0,105.0,145.0,120.0,798.0,2022,2,4,6,3,WN,WN,19393,WN,6031,WN,19393,WN,N931WN,6031,11259,1125904,30194,"Dallas, TX",TX,48,Texas,74,13930,1393007,30977,"Chicago, IL",IL,17,Illinois,41,1.0,1.0,1400-1459,9.0,1509.0,1654.0,6.0,1710.0,-10.0,0.0,-1.0,1700-1759,4.0,0.0
2022-04-03,Southwest Airlines Co.,HOU,PHX,True,False,840,,,,,,,170.0,,1020.0,2022,2,4,3,7,WN,WN,19393,WN,665,WN,19393,WN,,665,12191,1219102,31453,"Houston, TX",TX,48,Texas,74,14107,1410702,30466,"Phoenix, AZ",AZ,4,Arizona,81,,,0800-0859,,,,,930.0,,,,0900-0959,5.0,0.0
2022-04-20,Southwest Airlines Co.,BWI,JAX,False,False,1510,1542.0,32.0,32.0,1730.0,20.0,93.0,120.0,108.0,663.0,2022,2,4,20,3,WN,WN,19393,WN,2333,WN,19393,WN,N8620H,2333,10821,1082106,30852,"Baltimore, MD",MD,24,Maryland,35,12451,1245102,31136,"Jacksonville, FL",FL,12,Florida,33,1.0,2.0,1500-1559,10.0,1552.0,1725.0,5.0,1710.0,20.0,1.0,1.0,1700-1759,3.0,0.0
2022-04-03,Southwest Airlines Co.,AUS,HOU,False,False,1615,1629.0,14.0,14.0,1729.0,19.0,35.0,55.0,60.0,148.0,2022,2,4,3,7,WN,WN,19393,WN,1110,WN,19393,WN,N440LV,1110,10423,1042302,30423,"Austin, TX",TX,48,Texas,74,12191,1219102,31453,"Houston, TX",TX,48,Texas,74,0.0,0.0,1600-1659,12.0,1641.0,1716.0,13.0,1710.0,19.0,1.0,1.0,1700-1759,1.0,0.0
2022-04-02,Southwest Airlines Co.,LAS,OAK,False,False,1905,2111.0,126.0,126.0,2231.0,121.0,67.0,85.0,80.0,407.0,2022,2,4,2,6,WN,WN,19393,WN,4260,WN,19393,WN,N7845A,4260,12889,1288903,32211,"Las Vegas, NV",NV,32,Nevada,85,13796,1379608,32457,"Oakland, CA",CA,6,California,91,1.0,8.0,1900-1959,8.0,2119.0,2226.0,5.0,2030.0,121.0,1.0,8.0,2000-2059,2.0,0.0
2022-04-09,Southwest Airlines Co.,SMF,SNA,False,False,1830,1839.0,9.0,9.0,1957.0,2.0,64.0,85.0,78.0,404.0,2022,2,4,9,6,WN,WN,19393,WN,3105,WN,19393,WN,N8570W,3105,14893,1489302,33192,"Sacramento, CA",CA,6,California,91,14908,1490803,32575,"Santa Ana, CA",CA,6,California,91,0.0,0.0,1800-1859,11.0,1850.0,1954.0,3.0,1955.0,2.0,0.0,0.0,1900-1959,2.0,0.0
2022-04-11,Southwest Airlines Co.,PHX,BWI,False,False,1840,1944.0,64.0,64.0,243.0,48.0,226.0,255.0,239.0,1999.0,2022,2,4,11,1,WN,WN,19393,WN,671,WN,19393,WN,N8668A,671,14107,1410702,30466,"Phoenix, AZ",AZ,4,Arizona,81,10821,1082106,30852,"Baltimore, MD",MD,24,Maryland,35,1.0,4.0,1800-1859,9.0,1953.0,239.0,4.0,155.0,48.0,1.0,3.0,0001-0559,8.0,0.0
2022-04-12,Southwest Airlines Co.,LGB,PHX,False,False,1900,1914.0,14.0,14.0,2016.0,0.0,52.0,80.0,62.0,355.0,2022,2,4,12,2,WN,WN,19393,WN,1457,WN,19393,WN,N910WN,1457,12954,1295407,32575,"Long Beach, CA",CA,6,California,91,14107,1410702,30466,"Phoenix, AZ",AZ,4,Arizona,81,0.0,0.0,1900-1959,7.0,1921.0,2013.0,3.0,2020.0,-4.0,0.0,-1.0,2000-2059,2.0,0.0
2022-04-12,Southwest Airlines Co.,STL,PHL,False,False,820,817.0,0.0,-3.0,1109.0,0.0,99.0,135.0,112.0,814.0,2022,2,4,12,2,WN,WN,19393,WN,719,WN,19393,WN,N569WN,719,15016,1501606,31123,"St. Louis, MO",MO,29,Missouri,64,14100,1410005,34100,"Philadelphia, PA",PA,42,Pennsylvania,23,0.0,-1.0,0800-0859,9.0,826.0,1105.0,4.0,1135.0,-26.0,0.0,-2.0,1100-1159,4.0,0.0
2022-04-02,Southwest Airlines Co.,BUR,ABQ,False,False,1330,1559.0,149.0,149.0,1841.0,151.0,83.0,100.0,102.0,672.0,2022,2,4,2,6,WN,WN,19393,WN,3693,WN,19393,WN,N8518R,3693,10800,1080003,32575,"Burbank, CA",CA,6,California,91,10140,1014005,30140,"Albuquerque, NM",NM,35,New Mexico,86,1.0,9.0,1300-1359,13.0,1612.0,1835.0,6.0,1610.0,151.0,1.0,10.0,1600-1659,3.0,0.0
2022-04-04,Southwest Airlines Co.,DEN,MDW,False,False,2100,2123.0,23.0,23.0,26.0,11.0,107.0,135.0,123.0,895.0,2022,2,4,4,1,WN,WN,19393,WN,1962,WN,19393,WN,N7704B,1962,11292,1129202,30325,"Denver, CO",CO,8,Colorado,82,13232,1323202,30977,"Chicago, IL",IL,17,Illinois,41,1.0,1.0,2100-2159,11.0,2134.0,21.0,5.0,15.0,11.0,0.0,0.0,0001-0559,4.0,0.0
2022-04-30,Southwest Airlines Co.,IND,MCO,False,False,955,948.0,0.0,-7.0,1149.0,0.0,108.0,140.0,121.0,829.0,2022,2,4,30,6,WN,WN,19393,WN,1173,WN,19393,WN,N238WN,1173,12339,1233904,32337,"Indianapolis, IN",IN,18,Indiana,42,13204,1320402,31454,"Orlando, FL",FL,12,Florida,33,0.0,-1.0,0900-0959,9.0,957.0,1145.0,4.0,1215.0,-26.0,0.0,-2.0,1200-1259,4.0,0.0
2022-04-28,Southwest Airlines Co.,PHX,MCO,False,False,1755,1842.0,47.0,47.0,130.0,35.0,216.0,240.0,228.0,1849.0,2022,2,4,28,4,WN,WN,19393,WN,1306,WN,19393,WN,N8601C,1306,14107,1410702,30466,"Phoenix, AZ",AZ,4,Arizona,81,13204,1320402,31454,"Orlando, FL",FL,12,Florida,33,1.0,3.0,1700-1759,7.0,1849.0,125.0,5.0,55.0,35.0,1.0,2.0,0001-0559,8.0,0.0
2022-04-10,Southwest Airlines Co.,AUS,FLL,False,False,1625,1634.0,9.0,9.0,1953.0,0.0,126.0,160.0,139.0,1105.0,2022,2,4,10,7,WN,WN,19393,WN,206,WN,19393,WN,N915WN,206,10423,1042302,30423,"Austin, TX",TX,48,Texas,74,11697,1169706,32467,"Fort Lauderdale, FL",FL,12,Florida,33,0.0,0.0,1600-1659,9.0,1643.0,1949.0,4.0,2005.0,-12.0,0.0,-1.0,2000-2059,5.0,0.0
2022-04-07,Southwest Airlines Co.,LGA,STL,False,False,1525,1621.0,56.0,56.0,1819.0,69.0,128.0,165.0,178.0,888.0,2022,2,4,7,4,WN,WN,19393,WN,834,WN,19393,WN,N7724A,834,12953,1295304,31703,"New York, NY",NY,36,New York,22,15016,1501606,31123,"St. Louis, MO",MO,29,Missouri,64,1.0,3.0,1500-1559,46.0,1707.0,1815.0,4.0,1710.0,69.0,1.0,4.0,1700-1759,4.0,0.0
2022-04-15,Southwest Airlines Co.,MIA,MSY,False,False,1830,2103.0,153.0,153.0,2236.0,186.0,114.0,120.0,153.0,675.0,2022,2,4,15,5,WN,WN,19393,WN,454,WN,19393,WN,N937WN,454,13303,1330303,32467,"Miami, FL",FL,12,Florida,33,13495,1349505,33495,"New Orleans, LA",LA,22,Louisiana,72,1.0,10.0,1800-1859,34.0,2137.0,2231.0,5.0,1930.0,186.0,1.0,12.0,1900-1959,3.0,0.0
2022-04-02,Southwest Airlines Co.,DEN,DAL,False,False,515,543.0,28.0,28.0,824.0,4.0,86.0,125.0,101.0,651.0,2022,2,4,2,6,WN,WN,19393,WN,715,WN,19393,WN,N421LV,715,11292,1129202,30325,"Denver, CO",CO,8,Colorado,82,11259,1125904,30194,"Dallas, TX",TX,48,Texas,74,1.0,1.0,0001-0559,11.0,554.0,820.0,4.0,820.0,4.0,0.0,0.0,0800-0859,3.0,0.0
2022-04-15,Southwest Airlines Co.,BNA,SAT,False,False,1440,1449.0,9.0,9.0,1709.0,0.0,125.0,150.0,140.0,822.0,2022,2,4,15,5,WN,WN,19393,WN,2225,WN,19393,WN,N7840A,2225,10693,1069302,30693,"Nashville, TN",TN,47,Tennessee,54,14683,1468305,33214,"San Antonio, TX",TX,48,Texas,74,0.0,0.0,1400-1459,12.0,1501.0,1706.0,3.0,1710.0,-1.0,0.0,-1.0,1700-1759,4.0,0.0
2022-04-13,Southwest Airlines Co.,BDL,MDW,True,False,1920,,,,,,,140.0,,777.0,2022,2,4,13,3,WN,WN,19393,WN,1011,WN,19393,WN,N938WN,1011,10529,1052906,30529,"Hartford, CT",CT,9,Connecticut,11,13232,1323202,30977,"Chicago, IL",IL,17,Illinois,41,,,1900-1959,,,,,2040.0,,,,2000-2059,4.0,0.0
2022-04-24,Southwest Airlines Co.,TPA,DAL,False,False,1245,1300.0,15.0,15.0,1431.0,1.0,128.0,165.0,151.0,917.0,2022,2,4,24,7,WN,WN,19393,WN,971,WN,19393,WN,N7835A,971,15304,1530402,33195,"Tampa, FL",FL,12,Florida,33,11259,1125904,30194,"Dallas, TX",TX,48,Texas,74,1.0,1.0,1200-1259,11.0,1311.0,1419.0,12.0,1430.0,1.0,0.0,0.0,1400-1459,4.0,0.0
2022-04-21,Southwest Airlines Co.,JAX,BWI,False,False,650,647.0,0.0,-3.0,833.0,0.0,91.0,120.0,106.0,663.0,2022,2,4,21,4,WN,WN,19393,WN,1260,WN,19393,WN,N7854B,1260,12451,1245102,31136,"Jacksonville, FL",FL,12,Florida,33,10821,1082106,30852,"Baltimore, MD",MD,24,Maryland,35,0.0,-1.0,0600-0659,10.0,657.0,828.0,5.0,850.0,-17.0,0.0,-2.0,0800-0859,3.0,0.0
2022-04-01,Southwest Airlines Co.,OAK,LAS,False,False,1025,1023.0,0.0,-2.0,1146.0,0.0,67.0,90.0,83.0,407.0,2022,2,4,1,5,WN,WN,19393,WN,2603,WN,19393,WN,N714CB,2603,13796,1379608,32457,"Oakland, CA",CA,6,California,91,12889,1288903,32211,"Las Vegas, NV",NV,32,Nevada,85,0.0,-1.0,1000-1059,11.0,1034.0,1141.0,5.0,1155.0,-9.0,0.0,-1.0,1100-1159,2.0,0.0
2022-04-07,Southwest Airlines Co.,LAX,DAL,False,False,1835,1837.0,2.0,2.0,2328.0,0.0,153.0,175.0,171.0,1246.0,2022,2,4,7,4,WN,WN,19393,WN,661,WN,19393,WN,N8810L,661,12892,1289208,32575,"Los Angeles, CA",CA,6,California,91,11259,1125904,30194,"Dallas, TX",TX,48,Texas,74,0.0,0.0,1800-1859,11.0,1848.0,2321.0,7.0,2330.0,-2.0,0.0,-1.0,2300-2359,5.0,0.0
2022-04-03,"GoJet Airlines, LLC d/b/a United Express",SDF,EWR,False,False,1908,1905.0,0.0,-3.0,2111.0,0.0,100.0,131.0,126.0,642.0,2022,2,4,3,7,UA,UA_CODESHARE,19977,UA,4510,G7,20500,G7,N524GJ,4510,14730,1473004,33044,"Louisville, KY",KY,21,Kentucky,52,11618,1161802,31703,"Newark, NJ",NJ,34,New Jersey,21,0.0,-1.0,1900-1959,18.0,1923.0,2103.0,8.0,2119.0,-8.0,0.0,-1.0,2100-2159,3.0,0.0
2022-04-11,Southwest Airlines Co.,TPA,MSY,False,False,2235,2229.0,0.0,-6.0,2301.0,0.0,81.0,100.0,92.0,488.0,2022,2,4,11,1,WN,WN,19393,WN,1577,WN,19393,WN,N8679A,1577,15304,1530402,33195,"Tampa, FL",FL,12,Florida,33,13495,1349505,33495,"New Orleans, LA",LA,22,Louisiana,72,0.0,-1.0,2200-2259,8.0,2237.0,2258.0,3.0,2315.0,-14.0,0.0,-1.0,2300-2359,2.0,0.0
2022-04-04,Air Wisconsin Airlines Corp,AVL,ORD,False,False,645,836.0,111.0,111.0,949.0,114.0,92.0,130.0,133.0,536.0,2022,2,4,4,1,UA,UA_CODESHARE,19977,UA,3931,ZW,20046,ZW,N460AW,3931,10431,1043105,30431,"Asheville, NC",NC,37,North Carolina,36,13930,1393007,30977,"Chicago, IL",IL,17,Illinois,41,1.0,7.0,0600-0659,33.0,909.0,941.0,8.0,755.0,114.0,1.0,7.0,0700-0759,3.0,0.0
2022-04-03,Southwest Airlines Co.,LAS,BUR,False,False,945,1003.0,18.0,18.0,1109.0,14.0,46.0,70.0,66.0,223.0,2022,2,4,3,7,WN,WN,19393,WN,244,WN,19393,WN,N7715E,244,12889,1288903,32211,"Las Vegas, NV",NV,32,Nevada,85,10800,1080003,32575,"Burbank, CA",CA,6,California,91,1.0,1.0,0900-0959,19.0,1022.0,1108.0,1.0,1055.0,14.0,0.0,0.0,1000-1059,1.0,0.0
2022-04-28,Southwest Airlines Co.,BNA,BWI,False,False,1335,1344.0,9.0,9.0,1615.0,0.0,78.0,105.0,91.0,587.0,2022,2,4,28,4,WN,WN,19393,WN,503,WN,19393,WN,N7865A,503,10693,1069302,30693,"Nashville, TN",TN,47,Tennessee,54,10821,1082106,30852,"Baltimore, MD",MD,24,Maryland,35,0.0,0.0,1300-1359,8.0,1352.0,1610.0,5.0,1620.0,-5.0,0.0,-1.0,1600-1659,3.0,0.0
2022-04-07,Southwest Airlines Co.,DEN,BHM,False,False,1330,1353.0,23.0,23.0,1716.0,16.0,127.0,150.0,143.0,1083.0,2022,2,4,7,4,WN,WN,19393,WN,766,WN,19393,WN,N485WN,766,11292,1129202,30325,"Denver, CO",CO,8,Colorado,82,10599,1059904,30599,"Birmingham, AL",AL,1,Alabama,51,1.0,1.0,1300-1359,14.0,1407.0,1714.0,2.0,1700.0,16.0,1.0,1.0,1700-1759,5.0,0.0
2022-04-12,Southwest Airlines Co.,DEN,COS,False,False,1155,1152.0,0.0,-3.0,1234.0,0.0,22.0,45.0,42.0,73.0,2022,2,4,12,2,WN,WN,19393,WN,274,WN,19393,WN,N7745A,274,11292,1129202,30325,"Denver, CO",CO,8,Colorado,82,11109,1110902,30189,"Colorado Springs, CO",CO,8,Colorado,82,0.0,-1.0,1100-1159,15.0,1207.0,1229.0,5.0,1240.0,-6.0,0.0,-1.0,1200-1259,1.0,0.0
2022-04-04,Southwest Airlines Co.,SJC,LAX,False,False,1925,2031.0,66.0,66.0,2133.0,53.0,47.0,75.0,62.0,308.0,2022,2,4,4,1,WN,WN,19393,WN,2676,WN,19393,WN,N929WN,2676,14831,1483106,32457,"San Jose, CA",CA,6,California,91,12892,1289208,32575,"Los Angeles, CA",CA,6,California,91,1.0,4.0,1900-1959,10.0,2041.0,2128.0,5.0,2040.0,53.0,1.0,3.0,2000-2059,2.0,0.0
2022-04-11,Southwest Airlines Co.,SFO,LAX,False,False,1025,1051.0,26.0,26.0,1209.0,24.0,55.0,80.0,78.0,337.0,2022,2,4,11,1,WN,WN,19393,WN,420,WN,19393,WN,N943WN,420,14771,1477104,32457,"San Francisco, CA",CA,6,California,91,12892,1289208,32575,"Los Angeles, CA",CA,6,California,91,1.0,1.0,1000-1059,19.0,1110.0,1205.0,4.0,1145.0,24.0,1.0,1.0,1100-1159,2.0,0.0
2022-04-10,Southwest Airlines Co.,STL,MDW,False,False,645,638.0,0.0,-7.0,736.0,0.0,44.0,65.0,58.0,251.0,2022,2,4,10,7,WN,WN,19393,WN,1104,WN,19393,WN,N765SW,1104,15016,1501606,31123,"St. Louis, MO",MO,29,Missouri,64,13232,1323202,30977,"Chicago, IL",IL,17,Illinois,41,0.0,-1.0,0600-0659,8.0,646.0,730.0,6.0,750.0,-14.0,0.0,-1.0,0700-0759,2.0,0.0
2022-04-15,Southwest Airlines Co.,BWI,BOS,False,False,1715,1733.0,18.0,18.0,1857.0,22.0,69.0,80.0,84.0,369.0,2022,2,4,15,5,WN,WN,19393,WN,2431,WN,19393,WN,N7826B,2431,10821,1082106,30852,"Baltimore, MD",MD,24,Maryland,35,10721,1072102,30721,"Boston, MA",MA,25,Massachusetts,13,1.0,1.0,1700-1759,11.0,1744.0,1853.0,4.0,1835.0,22.0,1.0,1.0,1800-1859,2.0,0.0
2022-04-22,Southwest Airlines Co.,PHX,HOU,False,False,1615,1630.0,15.0,15.0,2045.0,5.0,122.0,145.0,135.0,1020.0,2022,2,4,22,5,WN,WN,19393,WN,815,WN,19393,WN,N8677A,815,14107,1410702,30466,"Phoenix, AZ",AZ,4,Arizona,81,12191,1219102,31453,"Houston, TX",TX,48,Texas,74,1.0,1.0,1600-1659,7.0,1637.0,2039.0,6.0,2040.0,5.0,0.0,0.0,2000-2059,5.0,0.0
2022-04-06,Southwest Airlines Co.,MDW,OAK,False,False,2205,2255.0,50.0,50.0,104.0,24.0,235.0,275.0,249.0,1844.0,2022,2,4,6,3,WN,WN,19393,WN,1029,WN,19393,WN,N8813Q,1029,13232,1323202,30977,"Chicago, IL",IL,17,Illinois,41,13796,1379608,32457,"Oakland, CA",CA,6,California,91,1.0,3.0,2200-2259,10.0,2305.0,100.0,4.0,40.0,24.0,1.0,1.0,0001-0559,8.0,0.0
2022-04-01,Southwest Airlines Co.,BWI,DEN,False,False,1425,1521.0,56.0,56.0,1700.0,35.0,202.0,240.0,219.0,1491.0,2022,2,4,1,5,WN,WN,19393,WN,433,WN,19393,WN,N8677A,433,10821,1082106,30852,"Baltimore, MD",MD,24,Maryland,35,11292,1129202,30325,"Denver, CO",CO,8,Colorado,82,1.0,3.0,1400-1459,12.0,1533.0,1655.0,5.0,1625.0,35.0,1.0,2.0,1600-1659,6.0,0.0
2022-04-15,Southwest Airlines Co.,DCA,BNA,False,False,1550,1605.0,15.0,15.0,1728.0,38.0,93.0,120.0,143.0,562.0,2022,2,4,15,5,WN,WN,19393,WN,1444,WN,19393,WN,N299WN,1444,11278,1127805,30852,"Washington, DC",VA,51,Virginia,38,10693,1069302,30693,"Nashville, TN",TN,47,Tennessee,54,1.0,1.0,1500-1559,46.0,1651.0,1724.0,4.0,1650.0,38.0,1.0,2.0,1600-1659,3.0,0.0
2022-04-10,Southwest Airlines Co.,DAL,LBB,False,False,1520,1513.0,0.0,-7.0,1614.0,0.0,49.0,80.0,61.0,293.0,2022,2,4,10,7,WN,WN,19393,WN,971,WN,19393,WN,N277WN,971,11259,1125904,30194,"Dallas, TX",TX,48,Texas,74,12896,1289607,32896,"Lubbock, TX",TX,48,Texas,74,0.0,-1.0,1500-1559,9.0,1522.0,1611.0,3.0,1640.0,-26.0,0.0,-2.0,1600-1659,2.0,0.0
2022-04-10,Southwest Airlines Co.,PHX,SMF,False,False,830,832.0,2.0,2.0,1037.0,2.0,109.0,125.0,125.0,647.0,2022,2,4,10,7,WN,WN,19393,WN,2101,WN,19393,WN,N7821L,2101,14107,1410702,30466,"Phoenix, AZ",AZ,4,Arizona,81,14893,1489302,33192,"Sacramento, CA",CA,6,California,91,0.0,0.0,0800-0859,13.0,845.0,1034.0,3.0,1035.0,2.0,0.0,0.0,1000-1059,3.0,0.0
2022-04-12,Southwest Airlines Co.,SMF,SNA,False,False,2045,2043.0,0.0,-2.0,2159.0,0.0,58.0,95.0,76.0,404.0,2022,2,4,12,2,WN,WN,19393,WN,482,WN,19393,WN,N7861J,482,14893,1489302,33192,"Sacramento, CA",CA,6,California,91,14908,1490803,32575,"Santa Ana, CA",CA,6,California,91,0.0,-1.0,2000-2059,12.0,2055.0,2153.0,6.0,2220.0,-21.0,0.0,-2.0,2200-2259,2.0,0.0
2022-04-30,Southwest Airlines Co.,MDW,LAX,False,False,1835,2047.0,132.0,132.0,2256.0,121.0,237.0,260.0,249.0,1750.0,2022,2,4,30,6,WN,WN,19393,WN,3245,WN,19393,WN,N243WN,3245,13232,1323202,30977,"Chicago, IL",IL,17,Illinois,41,12892,1289208,32575,"Los Angeles, CA",CA,6,California,91,1.0,8.0,1800-1859,8.0,2055.0,2252.0,4.0,2055.0,121.0,1.0,8.0,2000-2059,8.0,0.0
2022-04-22,Southwest Airlines Co.,JAX,ATL,False,False,1735,1739.0,4.0,4.0,1839.0,0.0,46.0,75.0,60.0,270.0,2022,2,4,22,5,WN,WN,19393,WN,372,WN,19393,WN,N8553W,372,12451,1245102,31136,"Jacksonville, FL",FL,12,Florida,33,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,0.0,0.0,1700-1759,10.0,1749.0,1835.0,4.0,1850.0,-11.0,0.0,-1.0,1800-1859,2.0,0.0
2022-04-20,Southwest Airlines Co.,LGB,PHX,False,False,755,750.0,0.0,-5.0,923.0,13.0,59.0,75.0,93.0,355.0,2022,2,4,20,3,WN,WN,19393,WN,1458,WN,19393,WN,N8313F,1458,12954,1295407,32575,"Long Beach, CA",CA,6,California,91,14107,1410702,30466,"Phoenix, AZ",AZ,4,Arizona,81,0.0,-1.0,0700-0759,25.0,815.0,914.0,9.0,910.0,13.0,0.0,0.0,0900-0959,2.0,0.0
2022-04-23,Southwest Airlines Co.,TPA,ORD,False,False,640,639.0,0.0,-1.0,821.0,0.0,145.0,170.0,162.0,1011.0,2022,2,4,23,6,WN,WN,19393,WN,3706,WN,19393,WN,N934WN,3706,15304,1530402,33195,"Tampa, FL",FL,12,Florida,33,13930,1393007,30977,"Chicago, IL",IL,17,Illinois,41,0.0,-1.0,0600-0659,9.0,648.0,813.0,8.0,830.0,-9.0,0.0,-1.0,0800-0859,5.0,0.0
2022-04-21,Southwest Airlines Co.,HOU,MSY,False,False,525,520.0,0.0,-5.0,617.0,0.0,44.0,70.0,57.0,302.0,2022,2,4,21,4,WN,WN,19393,WN,1139,WN,19393,WN,N248WN,1139,12191,1219102,31453,"Houston, TX",TX,48,Texas,74,13495,1349505,33495,"New Orleans, LA",LA,22,Louisiana,72,0.0,-1.0,0001-0559,7.0,527.0,611.0,6.0,635.0,-18.0,0.0,-2.0,0600-0659,2.0,0.0
2022-04-30,Southwest Airlines Co.,SAT,DAL,False,False,1045,1040.0,0.0,-5.0,1138.0,0.0,44.0,65.0,58.0,247.0,2022,2,4,30,6,WN,WN,19393,WN,2702,WN,19393,WN,N944WN,2702,14683,1468305,33214,"San Antonio, TX",TX,48,Texas,74,11259,1125904,30194,"Dallas, TX",TX,48,Texas,74,0.0,-1.0,1000-1059,10.0,1050.0,1134.0,4.0,1150.0,-12.0,0.0,-1.0,1100-1159,1.0,0.0
2022-04-06,Southwest Airlines Co.,BDL,BNA,False,False,1815,1815.0,0.0,0.0,1948.0,3.0,136.0,150.0,153.0,852.0,2022,2,4,6,3,WN,WN,19393,WN,2122,WN,19393,WN,N936WN,2122,10529,1052906,30529,"Hartford, CT",CT,9,Connecticut,11,10693,1069302,30693,"Nashville, TN",TN,47,Tennessee,54,0.0,0.0,1800-1859,10.0,1825.0,1941.0,7.0,1945.0,3.0,0.0,0.0,1900-1959,4.0,0.0
2022-04-28,Southwest Airlines Co.,COS,DAL,False,False,1315,1309.0,0.0,-6.0,1545.0,0.0,82.0,110.0,96.0,602.0,2022,2,4,28,4,WN,WN,19393,WN,274,WN,19393,WN,N449WN,274,11109,1110902,30189,"Colorado Springs, CO",CO,8,Colorado,82,11259,1125904,30194,"Dallas, TX",TX,48,Texas,74,0.0,-1.0,1300-1359,10.0,1319.0,1541.0,4.0,1605.0,-20.0,0.0,-2.0,1600-1659,3.0,0.0
2022-04-03,Southwest Airlines Co.,HRL,AUS,False,False,1750,1757.0,7.0,7.0,1904.0,9.0,46.0,65.0,67.0,273.0,2022,2,4,3,7,WN,WN,19393,WN,2261,WN,19393,WN,N7822A,2261,12206,1220605,32206,"Harlingen/San Benito, TX",TX,48,Texas,74,10423,1042302,30423,"Austin, TX",TX,48,Texas,74,0.0,0.0,1700-1759,9.0,1806.0,1852.0,12.0,1855.0,9.0,0.0,0.0,1800-1859,2.0,0.0
2022-04-02,Southwest Airlines Co.,TPA,IND,True,False,500,,,,,,,145.0,,837.0,2022,2,4,2,6,WN,WN,19393,WN,3014,WN,19393,WN,,3014,15304,1530402,33195,"Tampa, FL",FL,12,Florida,33,12339,1233904,32337,"Indianapolis, IN",IN,18,Indiana,42,,,0001-0559,,,,,725.0,,,,0700-0759,4.0,0.0
2022-04-16,Southwest Airlines Co.,DAL,ELP,False,False,1925,1953.0,28.0,28.0,2032.0,27.0,86.0,100.0,99.0,562.0,2022,2,4,16,6,WN,WN,19393,WN,3954,WN,19393,WN,N8810L,3954,11259,1125904,30194,"Dallas, TX",TX,48,Texas,74,11540,1154005,30615,"El Paso, TX",TX,48,Texas,74,1.0,1.0,1900-1959,9.0,2002.0,2028.0,4.0,2005.0,27.0,1.0,1.0,2000-2059,3.0,0.0
2022-04-18,Southwest Airlines Co.,TPA,MKE,False,False,1700,1717.0,17.0,17.0,1854.0,9.0,147.0,165.0,157.0,1075.0,2022,2,4,18,1,WN,WN,19393,WN,1984,WN,19393,WN,N476WN,1984,15304,1530402,33195,"Tampa, FL",FL,12,Florida,33,13342,1334207,33342,"Milwaukee, WI",WI,55,Wisconsin,45,1.0,1.0,1700-1759,8.0,1725.0,1852.0,2.0,1845.0,9.0,0.0,0.0,1800-1859,5.0,0.0
2022-04-21,Southwest Airlines Co.,FLL,BWI,False,False,2155,2148.0,0.0,-7.0,7.0,0.0,124.0,150.0,139.0,925.0,2022,2,4,21,4,WN,WN,19393,WN,1758,WN,19393,WN,N735SA,1758,11697,1169706,32467,"Fort Lauderdale, FL",FL,12,Florida,33,10821,1082106,30852,"Baltimore, MD",MD,24,Maryland,35,0.0,-1.0,2100-2159,12.0,2200.0,4.0,3.0,25.0,-18.0,0.0,-2.0,0001-0559,4.0,0.0
2022-04-25,Southwest Airlines Co.,BWI,LAS,False,False,2110,2126.0,16.0,16.0,2330.0,10.0,290.0,310.0,304.0,2106.0,2022,2,4,25,1,WN,WN,19393,WN,2618,WN,19393,WN,N8564Z,2618,10821,1082106,30852,"Baltimore, MD",MD,24,Maryland,35,12889,1288903,32211,"Las Vegas, NV",NV,32,Nevada,85,1.0,1.0,2100-2159,9.0,2135.0,2325.0,5.0,2320.0,10.0,0.0,0.0,2300-2359,9.0,0.0
2022-04-06,Southwest Airlines Co.,LAX,BNA,False,False,1735,1756.0,21.0,21.0,2326.0,0.0,196.0,240.0,210.0,1797.0,2022,2,4,6,3,WN,WN,19393,WN,1890,WN,19393,WN,N8627B,1890,12892,1289208,32575,"Los Angeles, CA",CA,6,California,91,10693,1069302,30693,"Nashville, TN",TN,47,Tennessee,54,1.0,1.0,1700-1759,9.0,1805.0,2321.0,5.0,2335.0,-9.0,0.0,-1.0,2300-2359,8.0,0.0
