DAB,DTW,227.0
EGE,PHL,193.0
SNA,BZN,162.0
EGE,LGA,143.85714285714286
MSP,RIC,142.66666666666666
HHH,PHL,138.55555555555554
MIA,HSV,137.76923076923077
RAP,LGA,116.11111111111111
RNO,ATL,106.75
OAK,DTW,105.75
