2100-2159,24.25495420873316
1900-1959,23.624630148719145
2000-2059,23.49606745003136
2200-2259,22.63038300862843
1800-1859,21.979413612653754
1700-1759,20.991901761478957
2300-2359,19.813751059529242
1600-1659,19.52324575221985
1500-1559,18.788654891009298
1400-1459,17.183493433509682
1300-1359,15.654390784948205
1200-1259,14.026304201527072
1100-1159,13.154998885308364
1000-1059,12.036363496020934
0900-0959,11.094339539708495
0800-0859,10.29462123864453
0700-0759,9.944588983595647
0001-0559,9.825477324252715
0600-0659,9.388247491203861
